cluster_final,tag,count,share_of_cluster,cluster_size
7,новогодний,2,0.008298755186721992,241
7,трактор,2,0.008298755186721992,241
7,политика,2,0.008298755186721992,241
7,Шерлок Холмс,2,0.008298755186721992,241
7,Путин,2,0.008298755186721992,241
7,собаки,2,0.008298755186721992,241
7,дача,2,0.008298755186721992,241
7,отдых,2,0.008298755186721992,241
7,интернет,2,0.008298755186721992,241
7,муж и жена,2,0.008298755186721992,241
7,секс,2,0.008298755186721992,241
7,девушки,2,0.008298755186721992,241
7,деньги,2,0.008298755186721992,241
7,дети,2,0.008298755186721992,241
7,наркотики,1,0.004149377593360996,241
7,юмор,1,0.004149377593360996,241
7,Карлсон,1,0.004149377593360996,241
7,Чебурашка,1,0.004149377593360996,241
7,поезд,1,0.004149377593360996,241
7,Сталин,1,0.004149377593360996,241
7,сантехник,1,0.004149377593360996,241
7,армия,1,0.004149377593360996,241
7,Хоттабыч,1,0.004149377593360996,241
7,Штирлиц,1,0.004149377593360996,241
7,авиация,1,0.004149377593360996,241
7,смс,1,0.004149377593360996,241
7,фильмы,1,0.004149377593360996,241
7,свадьба,1,0.004149377593360996,241
7,брюнетки,1,0.004149377593360996,241
7,егэ,1,0.004149377593360996,241
7,пасха,1,0.004149377593360996,241
7,apple,1,0.004149377593360996,241
7,автобус,1,0.004149377593360996,241
7,объявления,1,0.004149377593360996,241
7,Сочи 2014,1,0.004149377593360996,241
7,Медведев,1,0.004149377593360996,241
7,война,1,0.004149377593360996,241
7,коррупция,1,0.004149377593360996,241
7,кошки,1,0.004149377593360996,241
7,мультфильмы,1,0.004149377593360996,241
7,коронавирус,1,0.004149377593360996,241
7,Навальный,1,0.004149377593360996,241
7,водка,1,0.004149377593360996,241
7,милиция,1,0.004149377593360996,241
8,студент,175,0.7882882882882883,222
8,школа,10,0.04504504504504504,222
8,армия,7,0.03153153153153153,222
8,работа,6,0.02702702702702703,222
8,девушки,6,0.02702702702702703,222
8,егэ,5,0.02252252252252252,222
8,Одесса,2,0.009009009009009009,222
8,Каренина,2,0.009009009009009009,222
8,приметы,2,0.009009009009009009,222
8,интернет,2,0.009009009009009009,222
8,водка,2,0.009009009009009009,222
8,трамвай,1,0.0045045045045045045,222
8,животные,1,0.0045045045045045045,222
8,инструкции,1,0.0045045045045045045,222
8,русский язык,1,0.0045045045045045045,222
8,наркотики,1,0.0045045045045045045,222
8,Челябинск,1,0.0045045045045045045,222
8,врачи,1,0.0045045045045045045,222
8,Валуев,1,0.0045045045045045045,222
8,тараканы,1,0.0045045045045045045,222
8,объявления,1,0.0045045045045045045,222
8,Перельман,1,0.0045045045045045045,222
8,сигареты,1,0.0045045045045045045,222
8,милиция,1,0.0045045045045045045,222
8,мужчины,1,0.0045045045045045045,222
8,космос,1,0.0045045045045045045,222
8,пошлые,1,0.0045045045045045045,222
8,диета,1,0.0045045045045045045,222
8,секс,1,0.0045045045045045045,222
8,фильмы,1,0.0045045045045045045,222
8,мобильный,1,0.0045045045045045045,222
8,авто,1,0.0045045045045045045,222
8,жкх,1,0.0045045045045045045,222
8,спорт,1,0.0045045045045045045,222
8,о жизни,1,0.0045045045045045045,222
